step,msd_global,n_round,n_elongated
0,0.0,1000,0
100,17.173181182467395,1000,0
200,16.472759884739055,1000,0
300,18.510801100987454,1000,0
400,18.429549370000313,1000,0
500,17.77141159329452,1000,0
600,19.51992445043518,1000,0
700,20.611567744579446,1000,0
800,19.946742468026947,1000,0
900,19.44034746475591,1000,0
1000,20.564339793218117,1000,0
1100,20.554591516240997,1000,0
1200,20.554286127087632,1000,0
1300,21.188543101134766,1000,0
1400,20.54711017413495,1000,0
1500,21.181239307190612,1000,0
1600,20.553605326730786,1000,0
1700,20.551459271838503,1000,0
1800,20.553315455066407,1000,0
1900,21.220092764203812,1000,0
2000,21.22006383340106,1000,0
2100,20.557841430111278,1000,0
2200,21.224563301585803,1000,0
2300,21.21812668417849,1000,0
2400,21.13345772230009,1000,0
2500,20.565821367253122,1000,0
2600,21.224703330485227,1000,0
2700,20.55944254740701,1000,0
2800,20.586966312782568,1000,0
2900,21.863494846006205,1000,0
3000,21.863299625169685,1000,0
3100,21.778246280855775,1000,0
3200,21.777966149137384,1000,0
3300,21.78748864904894,1000,0
3400,21.158220868284562,1000,0
3500,21.179273938579975,1000,0
3600,21.17883518759503,1000,0
3700,21.21366838113976,1000,0
3800,21.22920635713465,1000,0
3900,21.784318848612507,1000,0
4000,21.24288838707962,1000,0
4100,21.950055308040145,1000,0
4200,23.641335893837546,1000,0
4300,23.088268840443156,1000,0
4400,24.324650518359327,1000,0
4500,23.14241424498113,1000,0
4600,24.28850976797883,1000,0
4700,24.292593756051073,1000,0
4800,24.299699014573488,1000,0
4900,23.753211093592785,1000,0
5000,23.753058295648476,1000,0
5100,23.762295712876053,1000,0
5200,23.77027062760268,1000,0
5300,24.448792837123044,1000,0
5400,23.800015431875856,1000,0
5500,24.47037557452841,1000,0
5600,24.47712034017523,1000,0
5700,24.489642215984908,1000,0
5800,24.49421152322517,1000,0
5900,24.479342352321066,1000,0
6000,25.158494756321,1000,0
6100,25.162180977800023,1000,0
6200,24.500020285265446,1000,0
6300,24.516975132871348,1000,0
6400,23.86927560954858,1000,0
6500,25.113129970657532,1000,0
6600,25.108752376512356,1000,0
6700,24.465448489066905,1000,0
6800,25.12079123579932,1000,0
6900,24.45019085214311,1000,0
7000,23.844473044858763,1000,0
7100,24.525480064216147,1000,0
7200,24.51906494330817,1000,0
7300,23.87282580835515,1000,0
7400,23.835694481026373,1000,0
7500,24.417630557419457,1000,0
7600,24.456775477180987,1000,0
7700,24.455610247004923,1000,0
7800,23.84248615214663,1000,0
7900,23.843262301215894,1000,0
8000,23.261282776335104,1000,0
8100,24.539386329066176,1000,0
8200,23.861200079861657,1000,0
8300,22.562547261755636,1000,0
8400,23.1580760724155,1000,0
8500,23.84181713514271,1000,0
8600,23.16107555596722,1000,0
8700,23.84843653857448,1000,0
8800,24.521896807014883,1000,0
8900,23.868769869381932,1000,0
9000,24.54678248243664,1000,0
9100,23.867163024418755,1000,0
9200,24.519433196378056,1000,0
9300,24.506932331354378,1000,0
9400,24.504528997781758,1000,0
9500,24.492516860108196,1000,0
9600,24.4933123336412,1000,0
9700,24.48700769782702,1000,0
9800,24.504498948523125,1000,0
9900,24.504350255588797,1000,0
10000,24.507232042394214,1000,0
10100,24.49318469536542,1000,0
10200,24.503276832294556,1000,0
10300,24.498103260014343,1000,0
10400,23.839933678260877,1000,0
10500,24.495864410325392,1000,0
10600,24.49102345186843,1000,0
10700,23.842025520169003,1000,0
10800,23.838643155559147,1000,0
10900,24.493326351552984,1000,0
11000,23.840039388072924,1000,0
11100,24.509735537266724,1000,0
11200,24.51148265058895,1000,0
11300,24.506118627911427,1000,0
11400,23.844876270675396,1000,0
11500,24.50834139629127,1000,0
11600,24.50956895397541,1000,0
11700,23.21083784686181,1000,0
11800,24.49455713982015,1000,0
11900,23.824516482102588,1000,0
12000,23.83824528269007,1000,0
12100,23.836753933073112,1000,0
12200,24.500737214666938,1000,0
12300,23.836280569097298,1000,0
12400,23.82874310674107,1000,0
12500,23.827670177565846,1000,0
12600,23.835579698424198,1000,0
12700,23.20553151446958,1000,0
12800,23.833837990162646,1000,0
12900,23.83588900421038,1000,0
13000,23.207199062489813,1000,0
13100,23.20618534330563,1000,0
13200,23.821289998122143,1000,0
13300,23.822710651512235,1000,0
13400,23.833665601239424,1000,0
13500,23.829077927661373,1000,0
13600,23.836107791855,1000,0
13700,23.837872448432623,1000,0
13800,23.83904781543235,1000,0
13900,23.83472245621915,1000,0
14000,23.834793888790536,1000,0
14100,23.83707668561025,1000,0
14200,23.81665795816845,1000,0
14300,23.823107798318162,1000,0
14400,23.821764702900765,1000,0
14500,23.804033124147917,1000,0
14600,23.82848513013069,1000,0
14700,23.82894212051087,1000,0
14800,23.80797380042951,1000,0
14900,23.80635495660633,1000,0
15000,23.810168653774948,1000,0
15100,23.821494404116415,1000,0
15200,23.82278011383688,1000,0
15300,23.831941115045186,1000,0
15400,23.835100433697416,1000,0
15500,23.819585913817917,1000,0
15600,23.83946650875298,1000,0
15700,23.822116773289064,1000,0
15800,24.400744675651577,1000,0
15900,23.822551977561737,1000,0
16000,24.401851336434905,1000,0
16100,24.394765253271352,1000,0
16200,24.408504781825435,1000,0
16300,24.373301290944664,1000,0
16400,24.3890487923811,1000,0
16500,24.383248431468648,1000,0
16600,24.383275168003795,1000,0
16700,24.373132049705788,1000,0
16800,25.563107661113854,1000,0
16900,24.372536174214474,1000,0
17000,24.36485052197715,1000,0
17100,24.367478325126623,1000,0
17200,24.3626387131592,1000,0
17300,25.553324005869467,1000,0
17400,25.014521131612746,1000,0
17500,24.899831116019683,1000,0
17600,25.525025043593264,1000,0
17700,25.003284503539522,1000,0
17800,25.55189196314982,1000,0
17900,25.011099543123652,1000,0
18000,25.553586313383338,1000,0
18100,25.560853151143796,1000,0
18200,25.036478974732052,1000,0
18300,25.01735264119988,1000,0
18400,24.90794483064942,1000,0
18500,25.558114845431334,1000,0
18600,25.543758554926164,1000,0
18700,25.00964750101714,1000,0
18800,26.21588485522113,1000,0
18900,25.539444796511358,1000,0
19000,25.017098008879024,1000,0
19100,24.91628933157354,1000,0
19200,25.549789975607382,1000,0
19300,25.538686283757738,1000,0
19400,26.19633022009358,1000,0
19500,25.00570043449665,1000,0
19600,25.66859178876705,1000,0
19700,26.074703888902754,1000,0
19800,25.017906485659893,1000,0
19900,25.674147148774516,1000,0
20000,26.71283427023447,1000,0
20100,24.998365787298557,1000,0
20200,25.524313159310964,1000,0
20300,26.740021933673038,1000,0
20400,26.204338105116754,1000,0
20500,26.748497086831872,1000,0
20600,25.517115043498574,1000,0
20700,25.50633754382462,1000,0
20800,25.48788038044944,1000,0
20900,25.499340506223753,1000,0
21000,25.504358867099654,1000,0
21100,24.972593176501103,1000,0
21200,24.970084495918005,1000,0
21300,24.966110420824165,1000,0
21400,24.967249946802784,1000,0
21500,25.495095057850204,1000,0
21600,24.96998913955741,1000,0
21700,25.513407030545217,1000,0
21800,26.0436323136977,1000,0
21900,25.504809576843094,1000,0
22000,25.50084801120266,1000,0
22100,25.515228211181913,1000,0
22200,25.524592484101408,1000,0
22300,24.975031108523357,1000,0
22400,25.625407003409038,1000,0
22500,25.625636022585788,1000,0
22600,25.506591209571546,1000,0
22700,26.040404694415273,1000,0
22800,26.162851630157792,1000,0
22900,26.152768414551904,1000,0
23000,27.381178003200088,1000,0
23100,26.673614215430774,1000,0
23200,26.13813850377111,1000,0
23300,26.69043526054284,1000,0
23400,26.6923573556719,1000,0
23500,26.72134616115864,1000,0
23600,26.70215847919343,1000,0
23700,26.703637737923888,1000,0
23800,26.685553604793963,1000,0
23900,26.848803066267457,1000,0
24000,26.717005313216752,1000,0
24100,26.17943773709991,1000,0
24200,26.18651721210241,1000,0
24300,26.731316212243634,1000,0
24400,26.19962827475812,1000,0
24500,25.65282672985983,1000,0
24600,26.181157032989127,1000,0
24700,26.877906845142633,1000,0
24800,26.19011219859308,1000,0
24900,26.179493391348494,1000,0
25000,26.178899995887747,1000,0
25100,26.174263264816442,1000,0
25200,26.172302878722867,1000,0
25300,26.177212672566146,1000,0
25400,26.173703300444544,1000,0
25500,26.166350817484556,1000,0
25600,26.1830803832069,1000,0
25700,26.1788523955276,1000,0
25800,26.69631789346149,1000,0
25900,26.701769703537625,1000,0
26000,26.715735599011808,1000,0
26100,26.702624160101806,1000,0
26200,26.179187963318675,1000,0
26300,26.174197660188575,1000,0
26400,26.686722078479644,1000,0
26500,26.17820747273494,1000,0
26600,26.17395028150618,1000,0
26700,25.60884491139839,1000,0
26800,26.184931734312126,1000,0
26900,26.847523585087625,1000,0
27000,26.18102604524884,1000,0
27100,26.17455839571713,1000,0
27200,26.185795069991887,1000,0
27300,26.18009553405124,1000,0
27400,26.191116999454856,1000,0
27500,26.172405008360467,1000,0
27600,26.193001376913678,1000,0
27700,26.18805996039122,1000,0
27800,26.190998188492827,1000,0
27900,26.18494530613332,1000,0
28000,26.19160271281458,1000,0
28100,26.200004762874826,1000,0
28200,26.203811730731438,1000,0
28300,26.86130503625123,1000,0
28400,26.200078892283035,1000,0
28500,26.201021284103117,1000,0
28600,26.87394398899738,1000,0
28700,26.87360532981754,1000,0
28800,26.20357526724567,1000,0
28900,26.873005869194866,1000,0
29000,26.193255673334207,1000,0
29100,26.732522980656505,1000,0
29200,26.209741408264925,1000,0
29300,26.216855152918594,1000,0
29400,27.411633981654305,1000,0
29500,26.209214042600898,1000,0
29600,26.867705363053393,1000,0
29700,26.747341938344206,1000,0
29800,26.199789976274566,1000,0
29900,26.887598677762536,1000,0
30000,26.833846146423305,1000,0
30100,26.21148627813325,1000,0
30200,26.20347499311306,1000,0
30300,25.63577719773909,1000,0
30400,26.21026254242331,1000,0
30500,26.219344728862467,1000,0
30600,26.207035058655677,1000,0
30700,26.866634435852863,1000,0
30800,26.726321086222775,1000,0
30900,26.200909731147863,1000,0
31000,26.204138791278545,1000,0
31100,26.20461406934833,1000,0
31200,26.18622683576298,1000,0
31300,25.61762658529299,1000,0
31400,26.213551238087486,1000,0
31500,26.20851085270409,1000,0
31600,26.834850624988963,1000,0
31700,26.204753672574654,1000,0
31800,26.84481758871609,1000,0
31900,26.850292531900806,1000,0
32000,26.20406560352404,1000,0
32100,26.204788387624376,1000,0
32200,26.196432311262036,1000,0
32300,26.82062896669015,1000,0
32400,26.72242397340484,1000,0
32500,26.20095754447782,1000,0
32600,26.18981125783586,1000,0
32700,26.8250337143347,1000,0
32800,26.816964240571238,1000,0
32900,26.82269918203348,1000,0
33000,26.82105033859935,1000,0
33100,26.831584656509456,1000,0
33200,26.724108773514406,1000,0
33300,26.19948544529463,1000,0
33400,26.738821686726233,1000,0
33500,26.208864724411153,1000,0
33600,26.19832047360565,1000,0
33700,26.187616542075233,1000,0
33800,26.191885916255668,1000,0
33900,26.181894989900574,1000,0
34000,27.35092312691601,1000,0
34100,26.1948681426037,1000,0
34200,25.624268026638337,1000,0
34300,26.192098507076548,1000,0
34400,26.198248729754972,1000,0
34500,26.187285772858914,1000,0
34600,26.187477881533248,1000,0
34700,26.698711614045877,1000,0
34800,26.706393616764412,1000,0
34900,26.153050567354157,1000,0
35000,26.70118662577787,1000,0
35100,26.705854780239992,1000,0
35200,26.175088318184986,1000,0
35300,26.713154065094244,1000,0
35400,26.81654802431223,1000,0
35500,26.18024899777946,1000,0
35600,26.193854305611158,1000,0
35700,26.194555823353614,1000,0
35800,26.184228087413306,1000,0
35900,26.206047584198153,1000,0
36000,26.197243563505218,1000,0
36100,26.197371814792263,1000,0
36200,26.20815845281842,1000,0
36300,26.209595115837,1000,0
36400,26.190126365020994,1000,0
36500,26.18455490638931,1000,0
36600,26.195050874113285,1000,0
36700,26.194343766727084,1000,0
36800,26.195966011075534,1000,0
36900,26.19215053328497,1000,0
37000,26.17701756806662,1000,0
37100,26.160337756160196,1000,0
37200,26.705576330127528,1000,0
37300,27.381899768768236,1000,0
37400,27.376165576909305,1000,0
37500,27.371025641322593,1000,0
37600,26.84371162439487,1000,0
37700,27.3788717421939,1000,0
37800,26.84794862527937,1000,0
37900,27.38954731601457,1000,0
38000,26.852055334247265,1000,0
38100,26.868147173009014,1000,0
38200,26.85405923654072,1000,0
38300,26.863632152554317,1000,0
38400,26.85029929670669,1000,0
38500,27.390517558647108,1000,0
38600,27.390009616642487,1000,0
38700,27.391246378950672,1000,0
38800,26.860143143758396,1000,0
38900,27.380860313594344,1000,0
39000,27.387541525286856,1000,0
39100,26.868578213411332,1000,0
39200,26.84748804943465,1000,0
39300,26.857200142150052,1000,0
39400,26.856403197063127,1000,0
39500,26.86694500037199,1000,0
39600,27.391428292390927,1000,0
39700,26.84032091650832,1000,0
39800,26.848108948229093,1000,0
39900,26.852118627962962,1000,0
40000,26.87314364239959,1000,0
40100,26.860168240683706,1000,0
40200,26.864485482450597,1000,0
40300,26.856445159044842,1000,0
40400,26.853294664288544,1000,0
40500,26.840958828855655,1000,0
40600,26.84867553511532,1000,0
40700,26.86135493131781,1000,0
40800,27.3806111881474,1000,0
40900,27.384744086000698,1000,0
41000,27.38039321156224,1000,0
41100,27.38940060945024,1000,0
41200,27.37786884240585,1000,0
41300,27.383374450821123,1000,0
41400,27.373539685581775,1000,0
41500,27.378124761606067,1000,0
41600,26.841399252395895,1000,0
41700,27.379386572155948,1000,0
41800,27.384082474948144,1000,0
41900,27.382298407670316,1000,0
42000,27.372592256720978,1000,0
42100,27.385771793814367,1000,0
42200,26.860479795376364,1000,0
42300,27.395008463397172,1000,0
42400,27.37808136028946,1000,0
42500,27.369096147471414,1000,0
42600,27.37539629389601,1000,0
42700,27.36915620572323,1000,0
42800,27.351817631424122,1000,0
42900,27.368630077933943,1000,0
43000,27.38068659053532,1000,0
43100,26.867717873474874,1000,0
43200,27.402414679182,1000,0
43300,27.400183939249946,1000,0
43400,27.38714053742832,1000,0
43500,26.85086034827629,1000,0
43600,27.38408513230383,1000,0
43700,27.380917485373534,1000,0
43800,27.388680062449783,1000,0
43900,27.38786601958545,1000,0
44000,27.379339746476372,1000,0
44100,27.370737475069692,1000,0
44200,26.831495552601204,1000,0
44300,27.373661637942245,1000,0
44400,27.379711623389905,1000,0
44500,27.377903965070153,1000,0
44600,27.380687821807275,1000,0
44700,27.377526151820764,1000,0
44800,27.378888876628913,1000,0
44900,27.36831888413588,1000,0
45000,27.37265525245871,1000,0
45100,26.843812203341965,1000,0
45200,27.37946659837015,1000,0
45300,27.37787428514981,1000,0
45400,27.385291916998902,1000,0
45500,27.381481089573708,1000,0
45600,27.38440975204734,1000,0
45700,27.391523380566227,1000,0
45800,27.36671187211467,1000,0
45900,27.37231643929657,1000,0
46000,27.367639763165933,1000,0
46100,27.362875348074898,1000,0
46200,27.367563624088206,1000,0
46300,27.35817494391938,1000,0
46400,27.37199880441365,1000,0
46500,27.350666663834645,1000,0
46600,27.35070559465103,1000,0
46700,27.362153163289648,1000,0
46800,27.363480048214097,1000,0
46900,28.653518628812215,1000,0
47000,27.35518589085519,1000,0
47100,27.362489719961886,1000,0
47200,27.986501908371704,1000,0
47300,27.9685685031774,1000,0
47400,27.340768301154093,1000,0
47500,27.333158261775964,1000,0
47600,27.352867901536325,1000,0
47700,27.357766548443404,1000,0
47800,27.33919045009129,1000,0
47900,27.963816719327102,1000,0
48000,27.340874757507162,1000,0
48100,27.341289912411188,1000,0
48200,27.965202028059636,1000,0
48300,27.97649381221985,1000,0
48400,27.331979751409598,1000,0
48500,28.034719939323665,1000,0
48600,27.337494939451854,1000,0
48700,27.335401710620303,1000,0
48800,27.966172183515464,1000,0
48900,27.971599461434124,1000,0
49000,27.328385375523116,1000,0
49100,28.02645087590065,1000,0
49200,27.345065118850165,1000,0
49300,27.959525982301617,1000,0
49400,27.969183547698165,1000,0
49500,27.347122528814648,1000,0
49600,28.651970716511258,1000,0
49700,27.970397836494996,1000,0
49800,28.662893135734432,1000,0
49900,27.344788151849002,1000,0
50000,27.34818468824873,1000,0
